file,shape,vowel,F1,F2,F3,frame,syllable,stress
tachpaa-3,CaxCVː,a:,549.8729197,1383.877121,2729.458409,1,2,1
tachpaa-3,CaxCVː,a,758.8969371,1802.579821,2750.446332,2,1,0
tachpaa-3,CaxCVː,a:,569.8944319,1423.771981,2686.478897,2,2,1
tachpaa,CaxCVː,a,652.8380752,1452.732704,2551.442198,1,1,0
tachpaa,CaxCVː,a:,518.388828,1242.540152,2816.539045,1,2,1
tachpaa,CaxCVː,a,579.4345024,1404.423263,2773.501998,2,1,0
tachpaa,CaxCVː,a:,583.3357247,1291.880373,2635.7545,2,2,1
tachta-2,CaxCV,a,664.2198444,1346.944803,2556.938057,1,1,1
tachta-2,CaxCV,ə,606.485391,1671.1115,2523.740059,1,2,0
tachta-2,CaxCV,a,694.1225739,1359.617281,2557.570265,2,1,1
tachta-2,CaxCV,ə,494.6794514,1551.923842,2777.850626,2,2,0
tachta-3,CaxCV,a,701.1696867,1664.028553,2785.109399,1,1,1
tachta-3,CaxCV,ə,667.113642,1661.93203,2825.674421,1,2,0
tachta-3,CaxCV,a,654.9167129,1595.027536,2794.53971,2,1,1
tachta-3,CaxCV,ə,567.3949772,1566.339269,2845.642895,2,2,0
tachta,CaxCV,a,727.0500022,1685.764234,2831.952195,1,1,1
tachta,CaxCV,ə,620.9351331,1649.861814,2809.796524,1,2,0
tachta,CaxCV,a,663.8037954,1625.605682,2741.137329,2,1,1
tachta,CaxCV,ə,415.5586796,1483.571654,2716.82886,2,2,0
tachtach-2,CaxCax,a,669.888094,1675.98054,2566.229541,1,1,1
tachtach-2,CaxCax,ə,551.9063503,1380.956269,2595.685542,1,2,0
tachtach-2,CaxCax,a,663.8758478,1599.611284,2671.086628,2,1,1
tachtach-2,CaxCax,ə,520.0229672,1236.722588,2513.686323,2,2,0
tachtach-3,CaxCax,a,790.6327287,1597.506021,2743.320362,1,1,1
tachtach-3,CaxCax,ə,626.3896915,1505.305573,2793.998884,1,2,0
tachtach-3,CaxCax,a,774.3344148,1765.045882,2990.352398,2,1,1
tachtach-3,CaxCax,ə,580.1245487,1465.388054,2870.490235,2,2,0
tachtach,CaxCax,a,749.0311979,1539.929062,2773.672645,1,1,1
tachtach,CaxCax,ə,520.7021012,1128.793933,2610.99469,1,2,0
tachtach,CaxCax,a,755.7264496,1760.483502,2640.459485,2,1,1
tachtach,CaxCax,ə,496.1691439,1209.977666,2593.636061,2,2,0
tacii-2,CVCVː,a,561.7513456,1443.357734,2821.910139,1,1,0
tacii-2,CVCVː,i:,292.9629601,2031.056329,3018.895677,1,2,1
tacii-2,CVCVː,a,516.8498541,1539.795277,2867.315736,2,1,0
tacii-2,CVCVː,i,311.2153154,1779.818234,2907.424368,2,2,1
tacii-3,CVCVː,a,543.5531661,1450.59829,2468.785569,1,1,0
tacii-3,CVCVː,i:,357.5283785,1676.914924,2869.552047,1,2,1
tacii-3,CVCVː,a,525.5080273,1558.734161,2456.847387,2,1,0
tacii-3,CVCVː,i,305.5453843,2010.449523,2819.4686,2,2,1
tacii,CVCVː,a,610.5464691,1527.63381,2759.798358,1,1,0
tacii,CVCVː,i:,268.6025713,2121.613427,3034.068506,1,2,1
tacii,CVCVː,a,506.8806279,1285.743681,2795.300252,2,1,0
tacii,CVCVː,i,291.337087,2078.884837,3018.889852,2,2,1
tacuu-2,CVCVː,a,614.6764956,1429.959904,2448.079605,1,1,0
tacuu-2,CVCVː,u:,411.6542995,1189.918445,2676.523434,1,2,1
tacuu-2,CVCVː,a,540.6027051,1594.733349,2691.214934,2,1,0
tacuu-2,CVCVː,u:,351.8488901,1264.213485,2652.371835,2,2,1
tacuu-3,CVCVː,a,623.85187,1502.426607,2800.721559,1,1,0
tacuu-3,CVCVː,u:,419.2072461,1178.748431,2751.297357,1,2,1
tacuu-3,CVCVː,a,547.9778092,1584.514038,2529.060876,2,1,0
tacuu-3,CVCVː,u:,436.135508,1207.399093,2813.743884,2,2,1
tacuu,CVCVː,a,515.8293919,1481.375472,2685.363169,1,1,0
tacuu,CVCVː,u:,325.5767684,1032.649795,2666.246198,1,2,1
tacuu,CVCVː,a,563.2517471,1419.704834,2725.256987,2,1,0
tacuu,CVCVː,u:,320.3205398,1046.929377,2622.014236,2,2,1
tosach-2,CVCax,ə,269.658257,1437.940527,2818.570094,1,1,0
tosach-2,CVCax,a,596.7576864,1271.808281,2449.77991,1,2,1
tosach-2,CVCax,ə,274.3984414,1303.80152,2988.326855,2,1,0
tosach-2,CVCax,a,660.2369902,1464.300709,2561.353943,2,2,1
tosach-3,CVCax,ə,344.4448828,1251.171889,2604.147048,1,1,0
tosach-3,CVCax,a,693.1623958,1446.304881,2415.834616,1,2,1
tosach-3,CVCax,ə,294.1911,1515.197492,3007.684677,2,1,0
tosach-3,CVCax,a,645.271673,1398.143653,2779.826029,2,2,1
tosach,CVCax,ə,437.8134405,1474.6408,2992.72102,1,1,0
tosach,CVCax,a,640.4398496,1373.965104,2670.979467,1,2,1
tosach,CVCax,ə,332.3965707,1499.075867,3023.648532,2,1,0
tosach,CVCax,a,649.1348172,1440.810747,2847.626526,2,2,1
tosii-2,CVCVː,o,625.8932711,1600.458909,2788.999902,1,1,0
tosii-2,CVCVː,i:,352.0403259,1920.941059,2961.227682,1,2,1
tosii-2,CVCVː,a,523.3292964,1586.646421,2689.953026,2,1,0
tosii-2,CVCVː,i:,320.7661541,1774.066801,2925.680735,2,2,1
tosii-3,CVCVː,o,489.2698486,1513.375848,2736.880622,1,1,0
tosii-3,CVCVː,i:,345.0715749,2022.931355,3016.158173,1,2,1
tosii-3,CVCVː,ə,476.2080909,1447.186799,2416.54319,2,1,0
tosii-3,CVCVː,i:,340.2892843,1796.570208,2992.538682,2,2,1
tosii,CVCVː,o,632.0385539,1582.737472,2872.871632,1,1,0
tosii,CVCVː,i:,316.6501289,1851.701202,3028.591753,1,2,1
tosii,CVCVː,ə,470.5812241,1565.051194,2735.182813,2,1,0
tosii,CVCVː,i:,317.7031076,1945.968737,2995.749789,2,2,1
tuutach-2,CvːCax,u:,555.893572,1577.38159,2749.153234,1,1,1
tuutach-2,CvːCax,ə,514.7727376,1199.929447,2855.701209,1,2,0
tuutach-2,CvːCax,u:,427.1261559,1297.006293,2643.66792,2,1,1
tuutach-2,CvːCax,ə,558.5952096,1518.291137,2847.40437,2,2,0
tuutach-3,CvːCax,u:,376.9533951,1181.241187,2604.450542,1,1,1
tuutach-3,CvːCax,ə,538.5871615,1179.24881,2752.922757,1,2,0
tuutach-3,CvːCax,u:,372.8398057,1263.15403,2549.690292,2,1,1
tuutach-3,CvːCax,ə,472.1067854,1313.972834,2719.427915,2,2,0
tuutach,CvːCax,u:,458.7521724,1299.718883,2668.44484,1,1,1
tuutach,CvːCax,ə,561.6390984,1474.716187,2638.280777,1,2,0
tuutach,CvːCax,u:,332.2148818,1265.489148,2535.246449,2,1,1
tuutach,CvːCax,ə,602.084519,1542.434907,2948.028803,2,2,0
vootii-2,CVːCVː,o:,497.171595981136,1309.55433005483,2391.68943629303,1,1,1
vootii-2,CVːCVː,i:,306.0979791,2040.229658,3054.859238,1,2,0
vootii-2,CVːCVː,o:,517.8047058,1581.830744,2409.01236,2,1,1
vootii-2,CVːCVː,i:,354.2054725,1586.695921,2764.588936,2,2,0
vootii-3,CVːCVː,o:,420.61464104238,1261.49388804842,2341.87670117452,1,1,1
vootii-3,CVːCVː,i:,301.6342383,2048.45204,2968.195867,1,2,0
vootii-3,CVːCVː,o:,431.9317296,1242.845552,2438.115928,2,1,1
vootii-3,CVːCVː,i:,353.6692971,1892.989109,2983.588813,2,2,0
vootii,CVːCVː,o:,483.422216581249,1112.25617254278,2312.53083913873,1,1,1
vootii,CVːCVː,i:,312.2965037,1935.547014,2996.804391,1,2,0
vootii,CVːCVː,o:,429.557985,1284.584595,2743.426427,2,1,1
vootii,CVːCVː,i:,278.4078231,1995.450273,2768.353578,2,2,0
