file,vowel,F1,F2,F3,file,vowel,F1,F2,F3,file,vowel,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3
paapa-2,a,623.0967488,1157.24315,2225.47253,paapa-2,ə,463.0434183,1345.050682,2601.541232,paapa-2,closure,1266.675565,2296.573572,3550.787861,paapa-2,p burst,644.0054372,1613.87325,2975.521009,paapa-2,a,677.6323377,1176.205035,2238.748447,paapa-2,closure,702.2146112,1661.567665,3119.187536,paapa-2,p burst,697.3661729,1981.319623,3428.453379,paapa-2,_,494.3298253,1227.556638,2732.388753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paapa-3,a,682.0989798,1440.005647,2643.560661,paapa-3,ə,500.1603882,1264.962645,2682.285313,paapa-3,closure,564.7238745,1694.423612,3073.139618,paapa-3,p burst,612.2334669,1956.614507,2925.650024,paapa-3,a,601.8663557,1396.004665,2515.230519,paapa-3,closure,760.8640162,1763.485239,3205.015549,paapa-3,p burst,665.9968411,2085.715927,3051.01635,paapa-3,_,500.3985549,1545.797644,2850.972779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paapa,a,718.4180466,1433.377236,2655.900193,paapa,ə,561.6767524,1392.085862,2710.911626,paapa,closure,534.8333357,1845.020033,3201.192431,paapa,p burst,741.9119635,1998.920177,3105.10785,paapa,a,598.4407888,1416.049241,2391.370443,paapa,closure,669.1260695,1610.524158,3184.989351,paapa,p burst,614.2748697,1521.673549,2869.073378,paapa,_,412.9591339,1064.615541,2760.757943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paatii-2,a,702.598855,1681.662441,2648.634874,paatii-2,i:,849.391872,2106.836341,3187.310787,paatii-2,i,310.5239598,2091.369832,3016.401688,paatii-2,closure,580.1162766,2003.886915,3249.720389,paatii-2,p burst,532.7287631,1736.11715,2949.842632,paatii-2,a,594.601831,1402.290621,2575.644726,paatii-2,_,806.7001535,2167.719061,3316.738876,paatii-2,i,329.1550195,1763.216699,2842.227822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paatii-3,a,688.8683427,1545.624618,2470.708491,paatii-3,i:,317.3180701,2081.429075,3191.098165,paatii-3,closure,747.9727107,1908.09592,3198.392483,paatii-3,p burst,611.9054397,1985.214468,3075.966684,paatii-3,a,649.352074,1509.715468,2567.106574,paatii-3,_,887.1109787,2275.061907,3326.488097,paatii-3,i,319.3403166,1845.538973,3032.1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paatii,a,626.2008402,1306.887356,2568.432119,paatii,i:,301.9042177,2073.298989,3110.066882,paatii,closure,741.5269237,1825.786051,3068.647557,paatii,p burst,580.4570043,1916.338133,3030.329871,paatii,a,582.9113656,1185.397238,2711.777064,paatii,closure,956.4507629,2450.049577,3401.107514,paatii,t burst,990.0993596,2269.021161,3475.004169,paatii,i,321.1579048,2035.689749,2866.085468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pachta-2,a,951.4797319,2025.205925,3230.377324,pachta-2,ə,647.3010552,1774.816639,2988.978936,pachta-2,closure,484.3035087,1674.732968,3270.686047,pachta-2,p burst,367.892887,1424.115043,2668.24237,pachta-2,a,741.121795,1645.254968,2791.982491,pachta-2,x,800.9632816,2147.33176,3039.305323,pachta-2,closure,1179.66355,2695.033692,3674.503647,pachta-2,t burst,401.4668043,1494.784278,2725.361803,pachta-2,_,554.9250584,1532.420891,2900.352787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pachta-3,a,837.9869898,1708.110293,2932.360986,pachta-3,ə,668.7007363,1669.166731,2801.49792,pachta-3,closure,310.3323368,1545.686343,2935.488396,pachta-3,p burst,507.9858279,1864.129024,3024.358821,pachta-3,a,720.5189186,1696.563643,2744.675816,pachta-3,x,935.1581737,1992.237296,2989.673163,pachta-3,_,1161.444791,2403.209968,3439.015272,pachta-3,_,585.4101096,1689.059811,2964.114078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pachta,a,781.1006545,1775.138783,3158.960864,pachta,ə,496.4835919,1440.867016,2720.324171,pachta,closure,254.5487356,1536.425914,2895.723904,pachta,p burst,733.6030308,1918.923297,2952.930949,pachta,a,711.0226524,1558.527764,2909.039824,pachta,x,1194.816082,2229.579068,3201.982906,pachta,closure,1241.90181,2437.933544,3345.00743,pachta,t burst,859.5578825,2071.317422,3278.884428,pachta,_,391.5177829,1442.126082,2756.359879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pachtach-2,a,674.6865917,1217.110731,2653.932377,pachtach-2,ə,571.3106742,1538.777525,2733.490533,pachtach-2,x,944.9031309,2059.092314,3099.128864,pachtach-2,closure,510.1790903,1800.260809,3222.635767,pachtach-2,p burst,543.9152563,1606.588594,2887.710417,pachtach-2,a,857.9623785,1837.253502,2996.692268,pachtach-2,x,940.9440848,2202.255518,3047.44939,pachtach-2,closure,1200.877969,2408.337308,3396.502107,pachtach-2,t burst,944.9156231,2212.972118,3632.9321,pachtach-2,_,634.4138609,1679.331074,2769.207339,pachtach-2,x/breathiness,1066.826487,2595.865316,3229.931707,,,,,,,,,,,,,,,,,,,,
pachtach-3,a,763.6730809,1580.223359,2792.582799,pachtach-3,ə,649.7391847,1594.128003,2502.83406,pachtach-3,x,1009.236989,2204.035303,3043.703992,pachtach-3,closure,530.9995094,1690.442951,3224.265437,pachtach-3,p burst,703.0670518,2086.678662,3136.463217,pachtach-3,a,790.9123274,1720.013293,3044.797521,pachtach-3,x,872.9466635,1768.425781,2952.613984,pachtach-3,_,1270.282076,2627.310797,3507.575984,pachtach-3,_,461.500851,1270.846929,2449.7115,pachtach-3,x,955.0959333,1912.148776,2842.549145,,,,,,,,,,,,,,,,,,,,,,,,,
pachtach,a,807.1428035,2108.838929,3020.540236,pachtach,ə,515.7569672,1142.326825,2671.549885,pachtach,x,923.9867963,2333.577723,3328.512514,pachtach,closure,846.2150212,2215.555736,3444.846781,pachtach,p burst,609.9726418,1961.813794,3069.599962,pachtach,a,666.152342,1538.252879,2806.879824,pachtach,x,1153.965698,2588.179624,3291.59265,pachtach,closure,767.0523847,2172.051025,3390.482299,pachtach,t burst,767.7801784,1627.557338,2979.017034,pachtach,_,440.8936698,1222.076502,2650.695575,pachtach,x,940.8099135,2174.557003,2782.398787,,,,,,,,,,,,,,,,,,,,
pachtii-2,a,818.4867255,1534.615486,2626.626966,pachtii-2,i:,1014.859008,2421.603819,3533.873252,pachtii-2,i,329.4418378,1996.508546,2829.92701,pachtii-2,closure,315.3786833,1503.919383,2819.658062,pachtii-2,p burst,644.1287025,1907.060752,3123.044596,pachtii-2,a,709.9386671,1594.375844,2504.625291,pachtii-2,x,758.5800974,1498.113002,2897.129628,pachtii-2,_,1279.819487,2590.689745,3458.285634,pachtii-2,i,377.5749409,1541.251893,2792.839626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pachtii-3,a,752.6314733,1546.269921,2687.871698,pachtii-3,i:,1417.357925,2653.265673,3627.948637,pachtii-3,i,299.6573715,1790.601995,2676.39546,pachtii-3,closure,415.3222038,1674.992211,3096.64443,pachtii-3,p burst,458.5313664,1626.712642,2840.275054,pachtii-3,a,609.1501466,1481.274787,2644.393945,pachtii-3,x,893.0065552,1986.02641,3062.57094,pachtii-3,closure,1638.300823,2627.398227,3590.632652,pachtii-3,t burst,1094.312803,2298.803552,3340.492414,pachtii-3,i,351.1876786,1912.582403,2831.069436,,,,,,,,,,,,,,,,,,,,,,,,,
pachtii,a,600.8454253,1303.41689,2455.145041,pachtii,i:,355.1057411,1798.220483,2892.550271,pachtii,closure,548.4610635,1821.450336,3081.171723,pachtii,p burst,846.98608,2160.64045,3167.988085,pachtii,a,709.754502,1491.019888,2900.935863,pachtii,x,839.6166301,2055.769151,3074.905895,pachtii,closure,953.2487909,2460.135494,3534.775186,pachtii,t burst,374.4885015,1611.113633,3033.197083,pachtii,i,355.849195,1803.199244,2808.446865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piisa-2,i:,248.8997546,1957.983235,2972.254059,piisa-2,ə,401.721016,1260.342353,2767.294993,piisa-2,closure,442.7153235,1752.161247,3070.411151,piisa-2,p burst,372.6013548,1840.612884,2760.329268,piisa-2,i,262.7305265,2087.99024,3038.489618,piisa-2,s,1638.317262,2764.370943,3906.274743,piisa-2,_,395.6158674,1301.53907,2795.417919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piisa-3,i:,254.0335791,2092.073796,2725.179601,piisa-3,ə,410.8350155,1364.093199,2789.719499,piisa-3,closure,670.5625747,1734.811798,3069.644829,piisa-3,p burst,681.0566802,2034.488643,2874.925098,piisa-3,i,297.5633738,1868.171134,2980.338879,piisa-3,s,1527.769078,2679.134688,3562.982143,piisa-3,_,328.1485103,1271.141278,2706.088682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piisa,i:,235.1313104,2115.243844,3106.466621,piisa,ə,399.0389518,1209.020342,2987.086409,piisa,closure,672.3936395,1976.533564,3238.098708,piisa,p burst,543.6761396,1874.742851,2608.62244,piisa,i,284.1108121,1849.667948,3016.803548,piisa,s,821.4641227,2216.832855,3313.573003,piisa,_,238.1674762,1312.310319,2674.002631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooca-2,o:,587.4603393,1605.988828,2558.20997,pooca-2,ə,464.3714072,1306.784289,2685.549106,pooca-2,closure,868.4050858,2057.151143,3282.868313,pooca-2,p burst,608.7402084,1604.973493,2858.57123,pooca-2,o,526.7678486,1596.885817,2333.802567,pooca-2,closure,699.7026268,1901.332569,3351.007263,pooca-2,k burst,996.7897909,1492.221367,3173.343887,pooca-2,_,416.0183323,1166.336235,2709.180249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooca-3,o:,544.6100202,1571.626462,2696.016353,pooca-3,ə,381.0494514,1386.326658,2750.496858,pooca-3,closure,391.7342895,1552.308682,2894.455811,pooca-3,p burst,511.7787849,1507.272429,2782.831258,pooca-3,o,516.3250566,1358.914059,2446.411546,pooca-3,closure,739.9713852,1763.542315,3283.646426,pooca-3,k burst,694.9388054,1538.245167,3084.750265,pooca-3,_,411.2561433,1271.193468,2820.289576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooca,o:,489.8578425,1425.482356,2827.408073,pooca,ə,474.7665061,1222.557177,2832.581408,pooca,closure,1260.195865,2369.260962,3659.225802,pooca,p burst,390.8598956,1376.478072,2849.053395,pooca,o,433.3063472,1112.88223,2350.053013,pooca,closure,780.9814331,2374.54687,3502.949484,pooca,k burst,654.8059061,1430.583738,2909.440822,pooca,_,445.6411223,1150.872081,2841.314558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pota-2,ə,675.0279527,1484.29597,2676.784068,pota-2,ə,474.7334669,1465.480699,2585.853111,pota-2,closure,685.7604259,1913.470159,3107.239073,pota-2,p burst,958.8069984,2299.53024,3371.775287,pota-2,_,517.7367207,1370.485333,2621.443232,pota-2,closure,1282.452067,2504.129297,3482.378469,pota-2,t burst,907.4398745,2184.233501,3497.095484,pota-2,_,402.1799373,1495.944913,2809.479218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pota-3,ə,580.7903241,1539.315097,2619.630296,pota-3,ə,464.4722028,1418.454666,2675.714909,pota-3,closure,503.2288301,1538.404154,3001.914983,pota-3,p burst,781.1981031,2150.881764,3394.715049,pota-3,_,501.0394334,1439.221696,2791.293166,pota-3,closure,921.2149743,2216.535975,3222.033264,pota-3,t burst,900.7530544,2149.268054,3340.69736,pota-3,_,419.1617103,1556.687638,2912.778624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pota,ə,547.5158109,1576.056919,2928.332202,pota,ə,500.5162179,1469.95996,2764.54841,pota,closure,360.9981872,1797.80731,2931.882447,pota,p burst,440.9446662,1530.429192,2777.487769,pota,_,498.0130086,1286.394208,2616.628485,pota,_,694.6838962,2102.264027,3258.922793,pota,_,429.0023924,1390.190277,2936.388342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saasuu-2,a:,580.8216106,1427.840946,2616.888648,saasuu-2,u:,330.1393488,1085.125241,2663.211346,saasuu-2,s,1200.128896,2579.182329,3544.525686,saasuu-2,a,488.2604577,1325.826937,2326.842593,saasuu-2,s,1398.89217,2592.757025,3476.629193,saasuu-2,u,404.1237162,1330.318603,2613.753089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saasuu-3,a:,446.2762203,1135.442451,2732.303792,saasuu-3,u:,368.9402105,1161.802621,2539.976563,saasuu-3,s,1434.181569,2615.825214,3377.261195,saasuu-3,a,601.8314404,1491.944249,2530.716028,saasuu-3,s,1581.263468,2695.272518,3578.601708,saasuu-3,u,364.7968441,1283.185832,2526.306877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saasuu,a:,478.1669339,1168.114728,2453.984143,saasuu,u:,349.3805831,970.6965723,2811.233024,saasuu,s,1027.16541,2342.754776,3302.557669,saasuu,a,536.4842436,1442.761518,2605.34184,saasuu,s,1571.639166,2651.563281,3505.31666,saasuu,u,360.5500033,1110.1044,2710.452798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
satii-2,a,614.4269224,1369.02902,2582.767334,satii-2,i:,351.5243818,2082.632133,3083.430514,satii-2,s,1661.849965,2640.010251,3642.253009,satii-2,a,610.7344745,1374.25476,2481.104922,satii-2,closure,917.8097564,2280.341698,3388.3397,satii-2,t burst,481.5918518,1816.854433,3020.646509,satii-2,i,338.6535573,1990.765554,3176.140704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
satii-3,a,584.7167202,1469.356773,2697.676549,satii-3,i:,295.3895976,1942.712867,2909.838094,satii-3,s,1167.147993,2476.696654,3359.760108,satii-3,a,604.8784575,1350.094996,2880.829608,satii-3,closure,1282.918108,2789.285707,3683.104394,satii-3,t burst,669.7981851,2042.372608,3073.833484,satii-3,i,309.4670124,1956.433887,2959.006449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
satii,a,573.1657631,1480.906047,2723.138218,satii,i:,308.3911689,2001.297435,3100.643467,satii,s,1075.622635,2412.420751,3414.062844,satii,a,560.0779342,1570.3921,2652.691607,satii,closure,880.413602,2172.994241,3427.208591,satii,t burst,284.8693961,1636.608586,2923.343321,satii,i,301.6194313,1975.302048,2851.902528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seaapach-2,a:,625.3275704,1503.953539,2601.753592,seaapach-2,ə,761.5662653,2027.815111,3245.81182,seaapach-2,x,917.3722195,1961.053947,3145.118409,seaapach-2,_,1497.827287,2557.288329,3411.966847,seaapach-2,a,545.950157,1486.591559,2572.958924,seaapach-2,closure,630.5596443,1457.708567,2908.174557,seaapach-2,p burst,666.1734707,1745.71541,2869.792332,seaapach-2,_,588.5964405,1409.137265,2923.946735,seaapach-2,x,997.5576916,2576.655311,3442.959455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seaapach-3,a:,604.9383126,1357.93723,2505.486609,seaapach-3,ə,543.4802419,1230.51611,2894.005603,seaapach-3,x,866.7488374,2323.216733,3416.795501,seaapach-3,_,1690.946353,2690.205775,3577.379276,seaapach-3,a,512.7345749,1297.356853,2608.246096,seaapach-3,closure,677.0820702,1452.60434,3060.776339,seaapach-3,p burst,773.251483,1777.009683,3085.116415,seaapach-3,_,583.8702117,1070.817326,2822.361088,seaapach-3,x,861.1931502,2241.072438,3292.622474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seaapach,a:,618.783035,1483.591379,2570.990922,seaapach,ə,688.6306468,1729.601225,2982.146857,seaapach,x,925.6852794,2350.956818,3436.444747,seaapach,_,1016.070954,2214.994552,3115.869693,seaapach,a,514.4659839,1370.639683,2293.528171,seaapach,closure,692.4713425,1926.25582,3367.807822,seaapach,p burst,362.6691235,1220.724544,2638.614372,seaapach,_,506.4968405,1123.546918,2874.149542,seaapach,x,861.5978458,2450.36728,3481.009016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachpa-2,a,606.7168622,1645.365767,2874.600581,seachpa-2,ə,747.046509,1745.840292,2778.460715,seachpa-2,_,1556.923382,2551.170177,3399.945818,seachpa-2,_,664.2835041,1690.030058,2873.833376,seachpa-2,x,916.4990166,1950.125471,3075.984955,seachpa-2,closure,1084.661085,2312.69532,3507.600081,seachpa-2,p burst,468.0872719,1383.750117,2624.608213,seachpa-2,_,400.6454,1333.188502,2703.628872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachpa-3,a,633.0425348,1545.156014,2614.069004,seachpa-3,ə,700.751347,1631.22604,2763.006165,seachpa-3,_,1729.436998,2608.291201,3422.439279,seachpa-3,a,721.9624936,1707.52126,2937.365447,seachpa-3,x,892.7981602,1623.509276,2874.736882,seachpa-3,closure,814.1718151,1973.831926,3093.499414,seachpa-3,p burst,249.3348682,1172.588724,2452.695645,seachpa-3,_,633.5367032,1575.961669,2900.281114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachpa,a,660.1791937,1685.636315,2879.401281,seachpa,ə,528.411259,1250.996618,2688.238031,seachpa,_,1555.207259,2575.994453,3436.11426,seachpa,a,643.3222964,1561.973829,2891.877059,seachpa,x,784.1253418,1642.750467,2959.117149,seachpa,closure,952.5268455,2402.714112,3524.781061,seachpa,p burst,203.2453307,1139.477679,2628.923225,seachpa,_,444.8259379,1147.421374,2678.75879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachsii-2,a,565.7290491,1522.418514,2734.854055,seachsii-2,i:,316.2945601,1808.400054,2978.555643,seachsii-2,_,1651.471369,2577.261282,3386.36041,seachsii-2,a,612.3009045,1557.694036,2754.68467,seachsii-2,x,796.4824264,1914.635251,3068.922107,seachsii-2,s,1398.03371,2639.203675,3434.109564,seachsii-2,i,334.7527683,1851.429668,3048.841715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachsii-3,a,663.8987403,1682.972507,2801.019927,seachsii-3,i:,313.5839203,1913.313268,2994.555152,seachsii-3,_,1576.680291,2569.319231,3443.178466,seachsii-3,a,658.7451842,1641.765226,2805.174213,seachsii-3,x,866.6073299,1737.470838,2783.223024,seachsii-3,s,1510.343403,2633.707575,3444.5009,seachsii-3,i,333.8407345,1883.090229,2918.229055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachsii,a,586.0484081,1466.662132,2752.776123,seachsii,i:,309.0399944,1975.950799,3060.935911,seachsii,_,1241.872038,2340.577327,3181.899994,seachsii,a,608.5798116,1617.371777,2669.947293,seachsii,x,824.1570647,1740.577765,2743.844057,seachsii,s,1398.602068,2654.219048,3576.072403,seachsii,i,320.5662765,1920.908868,3058.556965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachtach-2,a,585.944941,1658.196469,2842.143059,seachtach-2,ə,622.545727,1760.092832,2675.55844,seachtach-2,x,1018.073044,2418.272139,3381.69129,seachtach-2,_,1301.214387,2336.991091,3240.001864,seachtach-2,a,675.1698822,1752.393501,2933.549385,seachtach-2,x,1209.799503,2625.317813,3446.150266,seachtach-2,closure,1504.717363,2876.076995,3853.656104,seachtach-2,t burst,1025.087723,1971.82944,3265.095507,seachtach-2,_,446.7310486,1165.107651,2619.500795,seachtach-2,x,969.0361311,2336.161598,3225.581577,,,,,,,,,,,,,,,,,,,,,,,,,
seachtach-3,a,652.2646155,1722.355938,2958.5255,seachtach-3,ə,518.335267,1191.94046,2627.350878,seachtach-3,x,928.6255331,2128.758448,2868.178019,seachtach-3,_,1433.639924,2425.878381,3310.910987,seachtach-3,a,650.9896572,1657.155624,2916.333787,seachtach-3,x,1140.073897,1994.231109,2959.380721,seachtach-3,closure,1526.798794,2799.559424,3635.456533,seachtach-3,t burst,478.7386613,1823.942623,3024.919858,seachtach-3,_,458.2995474,1099.330045,2604.402201,seachtach-3,x,1036.731345,2360.527386,3141.142562,,,,,,,,,,,,,,,,,,,,,,,,,
seachtach,a,546.667381,1343.161167,2671.109752,seachtach,ə,464.1069852,1350.379201,2531.164358,seachtach,x,1022.020856,2296.858035,3307.260895,seachtach,_,1374.093472,2296.221134,3269.932635,seachtach,a,625.2699883,1603.625746,2552.980841,seachtach,x,1011.028969,2164.097466,3297.215641,seachtach,closure,1233.480923,2644.430418,3562.8683,seachtach,t burst,510.7192451,1532.36665,2865.162418,seachtach,_,448.5596672,1111.048138,2534.437996,seachtach,x,960.8699445,2153.947608,3156.046229,,,,,,,,,,,,,,,,,,,,,,,,,
seachtoo-2,a,592.1075229,1324.542354,2601.087393,seachtoo-2,o:,982.9550309,2219.924235,3381.776802,seachtoo-2,o,524.3668998,1434.817193,2597.752192,seachtoo-2,_,1298.429571,2463.607159,3438.604765,seachtoo-2,a,735.0940651,1715.641723,2753.901597,seachtoo-2,x,1158.186272,2095.127886,3128.008966,seachtoo-2,closure,1091.744187,2444.136542,3448.876583,seachtoo-2,t burst,422.3441771,1492.873276,2869.998373,seachtoo-2,o,458.9055585,1217.217422,2575.832411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachtoo-3,a,696.224394,1604.536171,2615.706771,seachtoo-3,o:,1087.836801,2389.051658,3329.623305,seachtoo-3,o,469.5928363,1313.964964,2633.249617,seachtoo-3,_,1380.174824,2416.216309,3287.700633,seachtoo-3,a,695.7949769,1699.55551,2923.290193,seachtoo-3,x,853.6939007,2113.83638,3098.122903,seachtoo-3,_,1247.134578,2534.304818,3523.944111,seachtoo-3,o,508.7918915,1251.755913,2595.808687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachtoo,a,441.5918177,1276.402087,2748.003918,seachtoo,o:,1420.705008,2557.354899,3543.818163,seachtoo,o,395.9340242,1028.594608,2841.939456,seachtoo,_,1452.56951,2430.405051,3318.127693,seachtoo,a,477.7801321,1441.745587,2665.546907,seachtoo,x,1067.189925,2114.220838,3045.508428,seachtoo,_,1429.909121,2576.103952,3354.800473,seachtoo,o,442.7706281,1131.5135,3076.431714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachtuu-2,a,377.8956256,1146.944098,2624.849162,seachtuu-2,u:,430.1071111,1396.096414,2784.525967,seachtuu-2,_,1418.160016,2346.984371,3341.843384,seachtuu-2,a,629.8500549,1723.447053,2811.555198,seachtuu-2,x,906.7158095,1910.48043,2997.451478,seachtuu-2,closure,1273.983662,2549.072737,3431.311307,seachtuu-2,t burst,494.5988684,1556.648044,2838.926761,seachtuu-2,o,402.4784501,1159.943383,2600.58142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachtuu-3,a,523.5211246,1632.587302,2884.213457,seachtuu-3,u:,414.1155658,1258.908697,2582.096006,seachtuu-3,_,1403.069632,2447.676498,3384.132335,seachtuu-3,a,650.7016575,1714.522636,2942.87636,seachtuu-3,x,1020.294604,2000.374678,3078.316335,seachtuu-3,closure,849.4426262,2328.781931,3234.865202,seachtuu-3,t burst,335.5078046,1613.449488,2828.671059,seachtuu-3,u,441.1993596,1224.066647,2557.219187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachtuu,a,572.9231319,1247.902854,2699.832455,seachtuu,u:,389.584668,1111.062786,3165.082317,seachtuu,_,1477.245034,2295.715809,3251.767064,seachtuu,a,574.8572841,1447.075013,2819.456639,seachtuu,x,1014.660278,2274.635746,3327.098005,seachtuu,_,1083.719248,2502.29191,3438.800895,seachtuu,o,469.273032,1287.096592,2980.412145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seceach-2,e,433.2266428,1754.316281,2793.435215,seceach-2,ə,602.8108119,1658.053059,2779.158366,seceach-2,x,910.8573658,1845.466561,2964.103989,seceach-2,_,1623.477591,2509.421186,3453.471532,seceach-2,e,425.6812035,1941.12086,2840.095773,seceach-2,closure,903.0548872,2202.453663,3174.557111,seceach-2,k burst,1141.610326,2128.429184,3047.309845,seceach-2,_,500.9815806,1452.45793,2498.870306,seceach-2,x,987.4492584,2218.625596,3169.881116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seceach-3,e,367.9419295,1725.929834,2756.765388,seceach-3,ə,555.9758768,1706.322453,2963.416144,seceach-3,x,832.651522,1354.270542,2763.84225,seceach-3,_,1591.156287,2451.988968,3388.460898,seceach-3,e,329.3852067,1857.988864,3132.62946,seceach-3,closure,537.6967637,1925.283457,3079.23723,seceach-3,k_ burst,1365.451122,2202.861516,3418.511873,seceach-3,_,566.3784423,1601.513851,2922.858503,seceach-3,x,968.7792106,2439.770575,3515.501063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seceach,e,387.549808,1934.812117,3022.236814,seceach,ə,520.2090726,1471.383007,2688.118979,seceach,x,981.8204365,2026.417985,2969.482103,seceach,_,1260.308474,2341.536744,3361.752232,seceach,e,481.1310895,1739.10125,2947.700786,seceach,closure,1201.388045,2437.249935,3316.579024,seceach,k burst,1593.823374,2324.022281,3622.749532,seceach,_,606.655283,1515.056982,2712.385768,seceach,x,1153.562328,2066.516178,3070.58281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seeseach-2,e:,383.8397991,1659.247902,2766.514346,seeseach-2,ə,1557.455443,2591.795528,3415.606832,seeseach-2,_,510.6437444,1338.759653,2362.00358,seeseach-2,x,889.9953501,1688.554522,2751.04053,seeseach-2,_,1582.178151,2441.425626,3391.422866,seeseach-2,e,469.2235147,1744.696779,2693.622959,seeseach-2,_,1163.714142,2303.553622,3229.90751,seeseach-2,_,617.720285,1655.606031,2709.057204,seeseach-2,x,1042.995365,2258.009175,3161.085796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seeseach-3,e:,374.3813595,1997.767277,3186.969588,seeseach-3,ə,486.6586104,1716.372913,2790.47657,seeseach-3,x,1022.513982,2135.245108,3218.955462,seeseach-3,_,1570.943686,2438.038069,3277.09414,seeseach-3,e,375.2035334,1888.687973,3115.213832,seeseach-3,_,1705.605333,2466.014002,3361.635932,seeseach-3,_,475.9744138,1333.64841,2485.340438,seeseach-3,x,954.5693534,1865.742134,2845.779619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seeseach,e:,422.5017842,1550.849581,2746.42256,seeseach,ə,1646.073896,2453.95487,3390.465934,seeseach,_,693.3147918,1779.381781,2867.359483,seeseach,x,893.7444575,2240.097653,3216.798814,seeseach,_,1498.069397,2474.317108,3384.357862,seeseach,e,442.0264134,1630.935689,2718.339164,seeseach,_,1361.026303,2386.537272,3246.772194,seeseach,_,526.5751974,1345.019787,2567.02296,seeseach,x,1008.072419,2386.31682,3431.161162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
